Codigo Institucion;Nombre Institucion;Estado;Numero Identificacion Tributaria - NIT;Principal/Seccional;Naturaleza Jur≠dica;Sector;Caracter Academico;Departamento Domicilio;Municipio Domicilio;Direccion Domicilio;Telefono Domicilio;Ente Emite la Norma de Creacion;Tipo Acto Administrativo Norma de Creacion;Número Norma de Creacion;Fecha Norma de Creacion;Programas Vigentes;Pˇgina Web;Acreditada Alta Calidad;Fecha Acreditacion;Resolucion de la acreditacion;Vigencia de la acreditacion;Mision;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Numero Acto Nombramiento;Fecha Norma;Fecha Desde;Fecha Hasta;Nombre;Apellido;Cargo;Tipo Acto Nombramiento;Número Acto Nombramiento;Fecha Norma;Fecha desde;Fecha hasta;Tipo Cubrimiento;Departamento;Municipio
1813;UNIVERSIDAD DE LOS ANDES;ACTIVA;860.007.386-1;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Carrera 1 No. 18A-70;3394949;MINISTERIO DE JUSTICIA.;RESOLUCION;28;23/02/1949;189;www.uniandes.edu.co;SI;9/01/2015;582;10;"LA UNIVERSIDAD DE LOS ANDES ES UNA INSTITUCIÖN AUTÖNOMA E INDEPENDIENTE QUE PROPICIA EL PLURALISMO, LA DIVERSIDAD, EL DIÊLOGO, EL DEBATE, LA CRôTICA, LA TOLERANCIA Y EL RESPETO POR LAS IDEAS, CREENCIAS Y VALORES DE SUS MIEMBROS. LA UNIVERSIDAD BUSCA LA EXCELENCIA ACADêMICA, E IMPARTIR A SUS ESTUDIANTES UNA FORMACIÖN CRôTICA Y DE GRAN RESPONSABILIDAD êTICA Y CôVICA, QUE AFIANCE EN ELLOS VALORES QUE LOS HAGAN CONSCIENTES DE SU RESPONSABILIDAD SOCIAL Y LOS CONDUZCAN A COMPROMETERSE CON EL ANÊLISIS Y LA SOLUCIÖN DE LOS PROBLEMAS DEL PAôS.
PARA LOGRAR TAL FIN, LA UNIVERSIDAD DE LOS ANDES DESARROLLA Y PONE EN PRÊCTICA METODOLOGôAS DE AVANZADA EN LA DOCENCIA Y LA INVESTIGACIÖN, ORIENTADAS A QUE EL ESTUDIANTE SEA EL PRINCIPAL AGENTE DE SU FORMACIÖN Y RESUELVA LOS PROBLEMAS QUE SE LE PRESENTEN CON CREATIVIDAD Y RESPONSABILIDAD; Y PROPICIA UN AMBIENTE INTERDISCIPLINARIO FLEXIBLE QUE PERMITE LA INTEGRACIÖN DE LAS ARTES, LAS CIENCIAS, LA TECNOLOGôA Y LAS HUMANIDADES, ESTIMULANDO ASô LA FORMACIÖN INTEGRAL.
LA UNIVERSIDAD CONSIDERA QUE SU PROYECTO DOCENTE NECESITA UN CUERPO PROFESORAL ALTAMENTE CAPACITADO  Y COMPROMETIDO, QUE SEA VERDADERO GENERADOR Y PROPAGADOR DE CONOCIMIENTO, Y UN ELEMENTO BÊSICO DEL FORTALECIMIENTO INSTITUCIONAL, POR ESTA RAZÖN, HACE POSIBLE QUE SU VINCULACIÖN A LARGO PLAZO SEA PARA ELLOS UN PROYECTO DE VIDA, EN EL CUAL ALCANCEN SUS ASPIRACIONES Y SE DESARROLLEN PROFESIONAL Y HUMANAMENTE, SINTIENDO QUE SON VALORADOS POR LA COMUNIDAD UNIVERSITARIA Y POR LA SOCIEDAD EN GENERAL.
LA UNIVERSIDAD DE LOS ANDES, POR CONTAR CON PROGRAMAS DOCENTES Y DE INVESTIGACIÖN DE GRAN CALIDAD Y DE PROYECCIÖN INTERNACIONAL, QUE LOGRAN UNA ALTA EXIGENCIA ACADêMICA EN UN CLIMA DE LIBERTAD Y DIVERSIDAD, FORMA PROFESIONALES ôNTEGROS, RESPONSABLES E IMAGINATIVOS, QUE AL ALCANZAR LOS MÊS AVANZADOS NIVELES EN SUS DISCIPLINAS, CONTRIBUYEN DECIDIDAMENTE AL MEJORAMIENTO CULTURAL Y ECONÖMICO DEL PAôS Y AL FORTALECIMIENTO DE LOS VALORES DE CONVIVENCIA SOCIAL.";PABLO DEL CARMEN;Navas Sanz de Santamaria;RECTOR;ACTA C.S.;28;21/06/2017;1/11/2017;31/10/2019;Teresa;GΩmez Torres;REPRESENTANTE LEGAL SUPLENTE;ACTA;134-16;25/10/2016;1/11/2016;31/10/2018;"CONVENIO,ANTIOQUIA,MEDELLIN;CONVENIO,VALLE DEL CAUCA,CALI;";BOGOTA D.C;BOGOTA D.C.
1813;UNIVERSIDAD DE LOS ANDES;ACTIVA;860.007.386-1;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;BOGOTA D.C;BOGOTA D.C.;Carrera 1 No. 18A-70;3394949;MINISTERIO DE JUSTICIA.;RESOLUCION;28;23/02/1949;189;www.uniandes.edu.co;SI;9/01/2015;582;10;"LA UNIVERSIDAD DE LOS ANDES ES UNA INSTITUCIÖN AUTÖNOMA E INDEPENDIENTE QUE PROPICIA EL PLURALISMO, LA DIVERSIDAD, EL DIÊLOGO, EL DEBATE, LA CRôTICA, LA TOLERANCIA Y EL RESPETO POR LAS IDEAS, CREENCIAS Y VALORES DE SUS MIEMBROS. LA UNIVERSIDAD BUSCA LA EXCELENCIA ACADêMICA, E IMPARTIR A SUS ESTUDIANTES UNA FORMACIÖN CRôTICA Y DE GRAN RESPONSABILIDAD êTICA Y CôVICA, QUE AFIANCE EN ELLOS VALORES QUE LOS HAGAN CONSCIENTES DE SU RESPONSABILIDAD SOCIAL Y LOS CONDUZCAN A COMPROMETERSE CON EL ANÊLISIS Y LA SOLUCIÖN DE LOS PROBLEMAS DEL PAôS.
PARA LOGRAR TAL FIN, LA UNIVERSIDAD DE LOS ANDES DESARROLLA Y PONE EN PRÊCTICA METODOLOGôAS DE AVANZADA EN LA DOCENCIA Y LA INVESTIGACIÖN, ORIENTADAS A QUE EL ESTUDIANTE SEA EL PRINCIPAL AGENTE DE SU FORMACIÖN Y RESUELVA LOS PROBLEMAS QUE SE LE PRESENTEN CON CREATIVIDAD Y RESPONSABILIDAD; Y PROPICIA UN AMBIENTE INTERDISCIPLINARIO FLEXIBLE QUE PERMITE LA INTEGRACIÖN DE LAS ARTES, LAS CIENCIAS, LA TECNOLOGôA Y LAS HUMANIDADES, ESTIMULANDO ASô LA FORMACIÖN INTEGRAL.
LA UNIVERSIDAD CONSIDERA QUE SU PROYECTO DOCENTE NECESITA UN CUERPO PROFESORAL ALTAMENTE CAPACITADO  Y COMPROMETIDO, QUE SEA VERDADERO GENERADOR Y PROPAGADOR DE CONOCIMIENTO, Y UN ELEMENTO BÊSICO DEL FORTALECIMIENTO INSTITUCIONAL, POR ESTA RAZÖN, HACE POSIBLE QUE SU VINCULACIÖN A LARGO PLAZO SEA PARA ELLOS UN PROYECTO DE VIDA, EN EL CUAL ALCANCEN SUS ASPIRACIONES Y SE DESARROLLEN PROFESIONAL Y HUMANAMENTE, SINTIENDO QUE SON VALORADOS POR LA COMUNIDAD UNIVERSITARIA Y POR LA SOCIEDAD EN GENERAL.
LA UNIVERSIDAD DE LOS ANDES, POR CONTAR CON PROGRAMAS DOCENTES Y DE INVESTIGACIÖN DE GRAN CALIDAD Y DE PROYECCIÖN INTERNACIONAL, QUE LOGRAN UNA ALTA EXIGENCIA ACADêMICA EN UN CLIMA DE LIBERTAD Y DIVERSIDAD, FORMA PROFESIONALES ôNTEGROS, RESPONSABLES E IMAGINATIVOS, QUE AL ALCANZAR LOS MÊS AVANZADOS NIVELES EN SUS DISCIPLINAS, CONTRIBUYEN DECIDIDAMENTE AL MEJORAMIENTO CULTURAL Y ECONÖMICO DEL PAôS Y AL FORTALECIMIENTO DE LOS VALORES DE CONVIVENCIA SOCIAL.";PABLO DEL CARMEN;Navas Sanz de Santamaria;RECTOR;ACTA C.S.;28;21/06/2017;1/11/2017;31/10/2019;Pablo del Carmen;Navas Sanz de Santamar≠a;REPRESENTANTE LEGAL;ACTA C.S.;33-17;21/06/2017;1/11/2017;31/10/2019;"CONVENIO,ANTIOQUIA,MEDELLIN;CONVENIO,VALLE DEL CAUCA,CALI;";BOGOTA D.C;BOGOTA D.C.
1119;UNIVERSIDAD DE LOS LLANOS;ACTIVA;892.000.757-3;PRINCIPAL;NACIONAL;OFICIAL;UNIVERSIDAD;META;VILLAVICENCIO;KilΩmetro 12 V≠a Puerto LΩpez, Vereda Barcelona;6616800;Gobierno Nacional;DECRETO;2513;25/11/1974;38;www.rectoria@unillanos.edu.co;NO;;;;LA UNIVERSIDAD DE LOS LLANOS FORMA INTEGRALMENTE CIUDADANOS, PROFESIONALES Y CIENTIFICOS CON SENSIBILIDAD Y APRECIO POR EL PATRIMONIO HISTORICO, SOCIAL, CULTURAL Y ECOLOGICO DE LA HUMANIDAD, COMPETENTES Y COMPROMETIDOS EN LA SOLUCION DE LOS PROBLEMAS DE LA ORINOQUIA Y EL PAIS CON VISION UNIVERSAL, CONSERVANDO SU NATURALEZA COMO CENTRO DE GENERACION, PRESERVACION, TRANSMISION Y DIFUSION DEL CONOCIMIENTO Y LA CULTURA.;PABLO EMILIO;CRUZ CASALLAS;RECTOR(E);RESOLUCION C.S.;2513;20/06/2017;20/06/2017;;PABLO EMILIO;CRUZ CASALLAS;REPRESENTANTE LEGAL (E);RESOLUCION C.S.;31;20/06/2017;20/06/2017;;;META;VILLAVICENCIO
1119;UNIVERSIDAD DE LOS LLANOS;ACTIVA;892.000.757-3;PRINCIPAL;NACIONAL;OFICIAL;UNIVERSIDAD;META;VILLAVICENCIO;KilΩmetro 12 V≠a Puerto LΩpez, Vereda Barcelona;6616800;Gobierno Nacional;DECRETO;2513;25/11/1974;38;www.rectoria@unillanos.edu.co;NO;;;;LA UNIVERSIDAD DE LOS LLANOS FORMA INTEGRALMENTE CIUDADANOS, PROFESIONALES Y CIENTIFICOS CON SENSIBILIDAD Y APRECIO POR EL PATRIMONIO HISTORICO, SOCIAL, CULTURAL Y ECOLOGICO DE LA HUMANIDAD, COMPETENTES Y COMPROMETIDOS EN LA SOLUCION DE LOS PROBLEMAS DE LA ORINOQUIA Y EL PAIS CON VISION UNIVERSAL, CONSERVANDO SU NATURALEZA COMO CENTRO DE GENERACION, PRESERVACION, TRANSMISION Y DIFUSION DEL CONOCIMIENTO Y LA CULTURA.;JAIRO IVAN;FRIAS CARRE˘O;RECTOR;NO INFORMA;2513;11/12/2015;1/01/2016;31/12/2018;JAIRO IVAN;FRIAS CARRE˘O;REPRESENTANTE LEGAL;NO INFORMA;57;11/12/2015;1/01/2016;31/12/2018;;META;VILLAVICENCIO
1119;UNIVERSIDAD DE LOS LLANOS;ACTIVA;892.000.757-3;PRINCIPAL;NACIONAL;OFICIAL;UNIVERSIDAD;META;VILLAVICENCIO;KilΩmetro 12 V≠a Puerto LΩpez, Vereda Barcelona;6616800;Gobierno Nacional;DECRETO;2513;25/11/1974;38;www.rectoria@unillanos.edu.co;NO;;;;LA UNIVERSIDAD DE LOS LLANOS FORMA INTEGRALMENTE CIUDADANOS, PROFESIONALES Y CIENTIFICOS CON SENSIBILIDAD Y APRECIO POR EL PATRIMONIO HISTORICO, SOCIAL, CULTURAL Y ECOLOGICO DE LA HUMANIDAD, COMPETENTES Y COMPROMETIDOS EN LA SOLUCION DE LOS PROBLEMAS DE LA ORINOQUIA Y EL PAIS CON VISION UNIVERSAL, CONSERVANDO SU NATURALEZA COMO CENTRO DE GENERACION, PRESERVACION, TRANSMISION Y DIFUSION DEL CONOCIMIENTO Y LA CULTURA.;JAIRO IVAN;FRIAS CARRE˘O;RECTOR;NO INFORMA;2513;11/12/2015;1/01/2016;31/12/2018;PABLO EMILIO;CRUZ CASALLAS;REPRESENTANTE LEGAL (E);RESOLUCION C.S.;31;20/06/2017;20/06/2017;;;META;VILLAVICENCIO
1119;UNIVERSIDAD DE LOS LLANOS;ACTIVA;892.000.757-3;PRINCIPAL;NACIONAL;OFICIAL;UNIVERSIDAD;META;VILLAVICENCIO;KilΩmetro 12 V≠a Puerto LΩpez, Vereda Barcelona;6616800;Gobierno Nacional;DECRETO;2513;25/11/1974;38;www.rectoria@unillanos.edu.co;NO;;;;LA UNIVERSIDAD DE LOS LLANOS FORMA INTEGRALMENTE CIUDADANOS, PROFESIONALES Y CIENTIFICOS CON SENSIBILIDAD Y APRECIO POR EL PATRIMONIO HISTORICO, SOCIAL, CULTURAL Y ECOLOGICO DE LA HUMANIDAD, COMPETENTES Y COMPROMETIDOS EN LA SOLUCION DE LOS PROBLEMAS DE LA ORINOQUIA Y EL PAIS CON VISION UNIVERSAL, CONSERVANDO SU NATURALEZA COMO CENTRO DE GENERACION, PRESERVACION, TRANSMISION Y DIFUSION DEL CONOCIMIENTO Y LA CULTURA.;PABLO EMILIO;CRUZ CASALLAS;RECTOR(E);RESOLUCION C.S.;2513;20/06/2017;20/06/2017;;JAIRO IVAN;FRIAS CARRE˘O;REPRESENTANTE LEGAL;NO INFORMA;57;11/12/2015;1/01/2016;31/12/2018;;META;VILLAVICENCIO
1722;UNIVERSIDAD DE MANIZALES;ACTIVA;890.086.001-7;PRINCIPAL;FUNDACION;PRIVADA;UNIVERSIDAD;CALDAS;MANIZALES;Carrera 9 No. 19-03 Campohermoso;8879680;MINISTERIO DE EDUCACION NACIONAL;RESOLUCION;314;21/01/1983;72;www.umanizales.edu.co;SI;15/05/2015;6978;4;MISION;GUILLERMO ORLANDO;SIERRA SIERRA;RECTOR;RESOLUCION C.S.;314;18/12/2015;3/09/2016;2/09/2020;GUILLERMO ORLANDO;SIERRA SIERRA;REPRESENTANTE LEGAL;ACTA;7;13/06/2012;3/09/2012;2/09/2016;"CONVENIO,CAUCA,POPAYAN;CONVENIO,HUILA,NEIVA;CONVENIO,HUILA,NEIVA;CONVENIO,HUILA,NEIVA;CONVENIO,META,VILLAVICENCIO;CENTROS TUTORIALES,BOGOTA D.C,BOGOTA D.C.;CENTROS TUTORIALES,CAUCA,POPAYAN;CENTROS TUTORIALES,NARINIO,PASTO;";CALDAS;MANIZALES
1812;UNIVERSIDAD DE MEDELLIN;ACTIVA;890.902.920-1;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Carrera 87 No. 30-65 Los Alpes;3405555;MINISTERIO DE JUSTICIA;RESOLUCION;103;31/07/1950;176;www.udem.edu.co;SI;12/08/2013;10606;6;"- IMPARTIR EDUCACION SUPERIOR PARA LA REALIZACION PLENA DEL SER HUMANO, CON EL PROPOSITO DE CONTRIBUIR A LA ORGANIZACION DE UNA SOCIEDAD MAS JUSTA, EQUILIBRADA Y AUTONOMA QUE PARTICIPE DIGNAMENTE DE LA COMUNIDAD INTERNACIONAL.

- DESARROLLAR PROGRAMAS QUE PROPICIEN EL INGRESO A LA UNIVERSIDAD DE ASPIRANTES PROVENIENTES DE LAS ZONAS MARGINADAS DEL DESARROLLO ECONOMICO Y SOCIAL.

- PROCURAR LA INTEGRACION DE SUS PLANES DE EDUCACION SUPERIOR CON LAS DEMAS MANIFESTACIONES BASICAS DE LA ACTIVIDAD NACIONAL.

- PROMOVER LA MEJOR FORMACION CIENTIFICA Y PEDAGOGICA DEL PERSONAL DOCENTE E INVESTIGADOR, PARA GARANTIZAR LA CALIDAD DE LA EDUCACION.

- INTEGRAR LA INVESTIGACION CON LA DOCENCIA PARA SUSCITAR UN ESPIRITU CRITICO QUE DOTE AL ESTUDIANTE DE CAPACIDAD INTELECTUAL, PARA EJERCITAR CON PLENA RESPONSABILIDAD LAS ACCIONES ENCAMINADAS A SU PERFECCIONAMIENTO PERSONAL Y AL DESARROLLO SOCIAL.

- FOMENTAR LAS FORMAS CIENTIFICAS PARA CONOCER E INTERPRETAR LA REALIDAD, PROCURANDO EL ESTUDIO DE NUEVAS CONCEPCIONES DE ORGANIZACION SOCIAL, EN UN AMBITO DE RESPETO A LA AUTONOMIA Y A LA LIBERTAD ACADEMICA, DE INVESTIGACION, DE APRENDIZAJE Y DE CATEDRA.";Stella;Saba LΩpez;RECTOR(E);RESOLUCION;103;22/08/2017;7/09/2017;24/09/2017;Stella;Saba LΩpez;REPRESENTANTE LEGAL (E);RESOLUCION;1;22/08/2017;7/09/2017;24/09/2017;"CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,CESAR,VALLEDUPAR;CONVENIO,CORDOBA,MONTERIA;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,ANTIOQUIA,SANTA ROSA DE OSOS;CONVENIO,NARINIO,PASTO;CONVENIO,NORTE DE SANTANDER,CUCUTA;CONVENIO,RISARALDA,PEREIRA;CONVENIO,SUCRE,SINCELEJO;";ANTIOQUIA;MEDELLIN
1812;UNIVERSIDAD DE MEDELLIN;ACTIVA;890.902.920-1;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Carrera 87 No. 30-65 Los Alpes;3405555;MINISTERIO DE JUSTICIA;RESOLUCION;103;31/07/1950;176;www.udem.edu.co;SI;12/08/2013;10606;6;"- IMPARTIR EDUCACION SUPERIOR PARA LA REALIZACION PLENA DEL SER HUMANO, CON EL PROPOSITO DE CONTRIBUIR A LA ORGANIZACION DE UNA SOCIEDAD MAS JUSTA, EQUILIBRADA Y AUTONOMA QUE PARTICIPE DIGNAMENTE DE LA COMUNIDAD INTERNACIONAL.

- DESARROLLAR PROGRAMAS QUE PROPICIEN EL INGRESO A LA UNIVERSIDAD DE ASPIRANTES PROVENIENTES DE LAS ZONAS MARGINADAS DEL DESARROLLO ECONOMICO Y SOCIAL.

- PROCURAR LA INTEGRACION DE SUS PLANES DE EDUCACION SUPERIOR CON LAS DEMAS MANIFESTACIONES BASICAS DE LA ACTIVIDAD NACIONAL.

- PROMOVER LA MEJOR FORMACION CIENTIFICA Y PEDAGOGICA DEL PERSONAL DOCENTE E INVESTIGADOR, PARA GARANTIZAR LA CALIDAD DE LA EDUCACION.

- INTEGRAR LA INVESTIGACION CON LA DOCENCIA PARA SUSCITAR UN ESPIRITU CRITICO QUE DOTE AL ESTUDIANTE DE CAPACIDAD INTELECTUAL, PARA EJERCITAR CON PLENA RESPONSABILIDAD LAS ACCIONES ENCAMINADAS A SU PERFECCIONAMIENTO PERSONAL Y AL DESARROLLO SOCIAL.

- FOMENTAR LAS FORMAS CIENTIFICAS PARA CONOCER E INTERPRETAR LA REALIDAD, PROCURANDO EL ESTUDIO DE NUEVAS CONCEPCIONES DE ORGANIZACION SOCIAL, EN UN AMBITO DE RESPETO A LA AUTONOMIA Y A LA LIBERTAD ACADEMICA, DE INVESTIGACION, DE APRENDIZAJE Y DE CATEDRA.";NESTOR;HINCAPIE VARGAS;RECTOR;NO INFORMA;103;2/03/2000;7/02/2000;;NESTOR;HINCAPIE VARGAS;REPRESENTANTE LEGAL;NO INFORMA;350;2/03/2000;7/02/2000;;"CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,CESAR,VALLEDUPAR;CONVENIO,CORDOBA,MONTERIA;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,ANTIOQUIA,SANTA ROSA DE OSOS;CONVENIO,NARINIO,PASTO;CONVENIO,NORTE DE SANTANDER,CUCUTA;CONVENIO,RISARALDA,PEREIRA;CONVENIO,SUCRE,SINCELEJO;";ANTIOQUIA;MEDELLIN
1812;UNIVERSIDAD DE MEDELLIN;ACTIVA;890.902.920-1;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Carrera 87 No. 30-65 Los Alpes;3405555;MINISTERIO DE JUSTICIA;RESOLUCION;103;31/07/1950;176;www.udem.edu.co;SI;12/08/2013;10606;6;"- IMPARTIR EDUCACION SUPERIOR PARA LA REALIZACION PLENA DEL SER HUMANO, CON EL PROPOSITO DE CONTRIBUIR A LA ORGANIZACION DE UNA SOCIEDAD MAS JUSTA, EQUILIBRADA Y AUTONOMA QUE PARTICIPE DIGNAMENTE DE LA COMUNIDAD INTERNACIONAL.

- DESARROLLAR PROGRAMAS QUE PROPICIEN EL INGRESO A LA UNIVERSIDAD DE ASPIRANTES PROVENIENTES DE LAS ZONAS MARGINADAS DEL DESARROLLO ECONOMICO Y SOCIAL.

- PROCURAR LA INTEGRACION DE SUS PLANES DE EDUCACION SUPERIOR CON LAS DEMAS MANIFESTACIONES BASICAS DE LA ACTIVIDAD NACIONAL.

- PROMOVER LA MEJOR FORMACION CIENTIFICA Y PEDAGOGICA DEL PERSONAL DOCENTE E INVESTIGADOR, PARA GARANTIZAR LA CALIDAD DE LA EDUCACION.

- INTEGRAR LA INVESTIGACION CON LA DOCENCIA PARA SUSCITAR UN ESPIRITU CRITICO QUE DOTE AL ESTUDIANTE DE CAPACIDAD INTELECTUAL, PARA EJERCITAR CON PLENA RESPONSABILIDAD LAS ACCIONES ENCAMINADAS A SU PERFECCIONAMIENTO PERSONAL Y AL DESARROLLO SOCIAL.

- FOMENTAR LAS FORMAS CIENTIFICAS PARA CONOCER E INTERPRETAR LA REALIDAD, PROCURANDO EL ESTUDIO DE NUEVAS CONCEPCIONES DE ORGANIZACION SOCIAL, EN UN AMBITO DE RESPETO A LA AUTONOMIA Y A LA LIBERTAD ACADEMICA, DE INVESTIGACION, DE APRENDIZAJE Y DE CATEDRA.";NESTOR;HINCAPIE VARGAS;RECTOR;NO INFORMA;103;2/03/2000;7/02/2000;;Stella;Saba LΩpez;REPRESENTANTE LEGAL (E);RESOLUCION;1;22/08/2017;7/09/2017;24/09/2017;"CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,CESAR,VALLEDUPAR;CONVENIO,CORDOBA,MONTERIA;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,ANTIOQUIA,SANTA ROSA DE OSOS;CONVENIO,NARINIO,PASTO;CONVENIO,NORTE DE SANTANDER,CUCUTA;CONVENIO,RISARALDA,PEREIRA;CONVENIO,SUCRE,SINCELEJO;";ANTIOQUIA;MEDELLIN
1812;UNIVERSIDAD DE MEDELLIN;ACTIVA;890.902.920-1;PRINCIPAL;CORPORACION;PRIVADA;UNIVERSIDAD;ANTIOQUIA;MEDELLIN;Carrera 87 No. 30-65 Los Alpes;3405555;MINISTERIO DE JUSTICIA;RESOLUCION;103;31/07/1950;176;www.udem.edu.co;SI;12/08/2013;10606;6;"- IMPARTIR EDUCACION SUPERIOR PARA LA REALIZACION PLENA DEL SER HUMANO, CON EL PROPOSITO DE CONTRIBUIR A LA ORGANIZACION DE UNA SOCIEDAD MAS JUSTA, EQUILIBRADA Y AUTONOMA QUE PARTICIPE DIGNAMENTE DE LA COMUNIDAD INTERNACIONAL.

- DESARROLLAR PROGRAMAS QUE PROPICIEN EL INGRESO A LA UNIVERSIDAD DE ASPIRANTES PROVENIENTES DE LAS ZONAS MARGINADAS DEL DESARROLLO ECONOMICO Y SOCIAL.

- PROCURAR LA INTEGRACION DE SUS PLANES DE EDUCACION SUPERIOR CON LAS DEMAS MANIFESTACIONES BASICAS DE LA ACTIVIDAD NACIONAL.

- PROMOVER LA MEJOR FORMACION CIENTIFICA Y PEDAGOGICA DEL PERSONAL DOCENTE E INVESTIGADOR, PARA GARANTIZAR LA CALIDAD DE LA EDUCACION.

- INTEGRAR LA INVESTIGACION CON LA DOCENCIA PARA SUSCITAR UN ESPIRITU CRITICO QUE DOTE AL ESTUDIANTE DE CAPACIDAD INTELECTUAL, PARA EJERCITAR CON PLENA RESPONSABILIDAD LAS ACCIONES ENCAMINADAS A SU PERFECCIONAMIENTO PERSONAL Y AL DESARROLLO SOCIAL.

- FOMENTAR LAS FORMAS CIENTIFICAS PARA CONOCER E INTERPRETAR LA REALIDAD, PROCURANDO EL ESTUDIO DE NUEVAS CONCEPCIONES DE ORGANIZACION SOCIAL, EN UN AMBITO DE RESPETO A LA AUTONOMIA Y A LA LIBERTAD ACADEMICA, DE INVESTIGACION, DE APRENDIZAJE Y DE CATEDRA.";Stella;Saba LΩpez;RECTOR(E);RESOLUCION;103;22/08/2017;7/09/2017;24/09/2017;NESTOR;HINCAPIE VARGAS;REPRESENTANTE LEGAL;NO INFORMA;350;2/03/2000;7/02/2000;;"CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,BOLIVAR,CARTAGENA;CONVENIO,CESAR,VALLEDUPAR;CONVENIO,CORDOBA,MONTERIA;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,CHOCO,QUIBDO;CONVENIO,ANTIOQUIA,SANTA ROSA DE OSOS;CONVENIO,NARINIO,PASTO;CONVENIO,NORTE DE SANTANDER,CUCUTA;CONVENIO,RISARALDA,PEREIRA;CONVENIO,SUCRE,SINCELEJO;";ANTIOQUIA;MEDELLIN
